groupcode,groupname,groupcode_s,groupname_s,countrycode,countryname,countrycode_s,countryname_s
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,NGA,Nigeria,694,Nigeria
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,MKD,"North Macedonia, Republic of",962,North Macedonia
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,OMN,Oman,449,Oman
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,PAK,Pakistan,564,Pakistan
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,PLW,"Palau, Republic of",565,Palau
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,PAN,Panama,283,Panama
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,PNG,Papua New Guinea,853,Papua New Guinea
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,PRY,Paraguay,288,Paraguay
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,PER,Peru,293,Peru
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,PHL,Philippines,566,Philippines
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,POL,"Poland, Republic of",964,Poland
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,ROU,Romania,968,Romania
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,RWA,Rwanda,714,Rwanda
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,WSM,Samoa,862,Samoa
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,SEN,Senegal,722,Senegal
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,SRB,"Serbia, Republic of",942,Serbia
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,SYC,Seychelles,718,Seychelles
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,SLE,Sierra Leone,724,Sierra Leone
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,SLB,Solomon Islands,813,Solomon Islands
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,SOM,Somalia,726,Somalia
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,SSD,"South Sudan, Republic of",733,South Sudan
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,LKA,Sri Lanka,524,Sri Lanka
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,KNA,St. Kitts and Nevis,361,St. Kitts and Nevis
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,LCA,St. Lucia,362,St. Lucia
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,VCT,St. Vincent and the Grenadines,364,St. Vincent and the Grenadines
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,SDN,Sudan,732,Sudan
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,SUR,Suriname,366,Suriname
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,STP,"São Tomé and Príncipe, Democratic Republic of",716,São Tomé and Príncipe
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,TJK,"Tajikistan, Republic of",923,Tajikistan
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,TZA,"Tanzania, United Republic of",738,Tanzania
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,TGO,Togo,742,Togo
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,TON,Tonga,866,Tonga
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,TUN,Tunisia,744,Tunisia
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,TUR,"Türkiye, Republic of",186,Türkiye
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,UGA,Uganda,746,Uganda
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,UKR,Ukraine,926,Ukraine
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,URY,Uruguay,298,Uruguay
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,VUT,Vanuatu,846,Vanuatu
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,WBG,West Bank and Gaza,487,West Bank and Gaza
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,YEM,"Yemen, Republic of",474,Yemen
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,ZMB,Zambia,754,Zambia
G606,EMDEs by External Financing: Net Debtors,606,Emerging Market and Developing Economies by External Financing: Net Debtors,ZWE,Zimbabwe,698,Zimbabwe
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,AGO,Angola,614,Angola
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,ATG,Antigua and Barbuda,311,Antigua and Barbuda
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,BLR,"Belarus, Republic of",913,Belarus
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,BFA,Burkina Faso,748,Burkina Faso
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,BDI,Burundi,618,Burundi
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,CAF,Central African Republic,626,Central African Republic
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,TCD,Chad,628,Chad
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,COM,"Comoros, Union of the",632,Comoros
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,COD,"Congo, Democratic Republic of the",636,"Congo, Democratic Republic of the"
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,COG,"Congo, Republic of",634,"Congo, Republic of"
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,CIV,Côte d'Ivoire,662,Côte d'Ivoire
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,DJI,Djibouti,611,Djibouti
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,ECU,Ecuador,248,Ecuador
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,EGY,"Egypt, Arab Republic of",469,Egypt
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,ETH,"Ethiopia, The Federal Democratic Republic of",644,Ethiopia
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,GMB,"Gambia, The",648,"Gambia, The"
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,GHA,Ghana,652,Ghana
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,GRD,Grenada,328,Grenada
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,GNB,Guinea-Bissau,654,Guinea-Bissau
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,HTI,Haiti,263,Haiti
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,LAO,Lao People's Democratic Republic,544,Lao P.D.R.
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,LBN,Lebanon,446,Lebanon
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,LBR,Liberia,668,Liberia
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,MDG,"Madagascar, Republic of",674,Madagascar
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,MWI,Malawi,676,Malawi
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,MLI,Mali,678,Mali
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,MRT,"Mauritania, Islamic Republic of",682,Mauritania
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,MDA,"Moldova, Republic of",921,Moldova
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,MOZ,"Mozambique, Republic of",688,Mozambique
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,NER,Niger,692,Niger
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,WSM,Samoa,862,Samoa
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,SOM,Somalia,726,Somalia
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,SSD,"South Sudan, Republic of",733,South Sudan
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,LKA,Sri Lanka,524,Sri Lanka
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,SDN,Sudan,732,Sudan
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,SUR,Suriname,366,Suriname
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,STP,"São Tomé and Príncipe, Democratic Republic of",716,São Tomé and Príncipe
G087,EMDEs by External Financing: Net Debtors with Arrears and/or Reschedulings,87,Emerging Market and Developing Economies by External Financing: Net Debtors with Arrears and/or Rescheduling During 2019-23,UKR,Ukraine,926,Ukraine
