name,Agency ID,Resource ID,Latest Version,Unique ID
GAS Live 2020 April GAS3b,IMF.RES.GAS,GAS_LIVE_2020_APR_GAS3B_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2020_APR_GAS3B_VINTAGE(1.0.0)
GAS Live 2004 September Final,IMF.RES.GAS,GAS_LIVE_2004_SEP_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2004_SEP_FINAL_VINTAGE(1.0.0)
GEE Live 2020 April GAS3b,IMF.RES.GEE,GEE_LIVE_2020_APR_GAS3B_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2020_APR_GAS3B_VINTAGE(1.0.0)
GAS Live 2010 October GAS2,IMF.RES.GAS,GAS_LIVE_2010_OCT_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2010_OCT_GAS2_VINTAGE(1.0.0)
GAS Live 2023 April GAS3b,IMF.RES.GAS,GAS_LIVE_2023_APR_GAS3B_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2023_APR_GAS3B_VINTAGE(1.0.0)
Currency Composition of the International Investment Position (IIPCC) 2026 February,IMF.STA,IIPCC_2026_FEB_VINTAGE,1.0.0,IMF.STA:IIPCC_2026_FEB_VINTAGE(1.0.0)
WEO Live 2023 January,IMF.RES.WEO,WEO_LIVE_2023_JAN_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2023_JAN_VINTAGE(1.0.0)
GAS Live 2026 April GAS2,IMF.RES.GAS,GAS_LIVE_2026_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2026_APR_GAS2_VINTAGE(1.0.0)
Fiscal Decentralization (FD),IMF.STA,FD,6.0.0,IMF.STA:FD(6.0.0)
GAS Live 2023 October GAS2,IMF.RES.GAS,GAS_LIVE_2023_OCT_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2023_OCT_GAS2_VINTAGE(1.0.0)
Euro/ECU exchange rates - quarterly data,ESTAT,ERT_BIL_EUR_Q,1.0,ESTAT:ERT_BIL_EUR_Q(1.0)
WEO Live 2008 January,IMF.RES.WEO,WEO_LIVE_2008_JAN_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2008_JAN_VINTAGE(1.0.0)
GAS Live 2020 April GAS3,IMF.RES.GAS,GAS_LIVE_2020_APR_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2020_APR_GAS3_VINTAGE(1.0.0)
GAS Live 2019 October GAS3,IMF.RES.GAS,GAS_LIVE_2019_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2019_OCT_GAS3_VINTAGE(1.0.0)
WEO Live 2018 October,IMF.RES.WEO,WEO_LIVE_2018_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2018_OCT_VINTAGE(1.0.0)
"Consensus Forecasts (CF), Long-Term",IMF.CSF,CF_LT,10.0.0,IMF.CSF:CF_LT(10.0.0)
WEO Live 2008 April,IMF.RES.WEO,WEO_LIVE_2008_APR_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2008_APR_VINTAGE(1.0.0)
GAS Live 2025 October GAS2,IMF.RES.GAS,GAS_LIVE_2025_OCT_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2025_OCT_GAS2_VINTAGE(1.0.0)
GAS Live 2012 April Final,IMF.RES.GAS,GAS_LIVE_2012_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2012_APR_FINAL_VINTAGE(1.0.0)
International Trade in Goods (ITG),IMF.STA,ITG,4.0.0,IMF.STA:ITG(4.0.0)
Commodity Terms of Trade (CTOT),IMF.RES,CTOT,5.0.1,IMF.RES:CTOT(5.0.1)
GAS Live 2011 April GAS2,IMF.RES.GAS,GAS_LIVE_2011_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2011_APR_GAS2_VINTAGE(1.0.0)
GAS Live 2018 April GAS3,IMF.RES.GAS,GAS_LIVE_2018_APR_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2018_APR_GAS3_VINTAGE(1.0.0)
GEE Live 2022 January GAS1b,IMF.RES.GEE,GEE_LIVE_2022_JAN_GAS1B_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2022_JAN_GAS1B_VINTAGE(1.0.0)
Balance of Payments (BOP) 2026 February,IMF.STA,BOP_2026_FEB_VINTAGE,1.0.0,IMF.STA:BOP_2026_FEB_VINTAGE(1.0.0)
WEO Live 2015 April,IMF.RES.WEO,WEO_LIVE_2015_APR_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2015_APR_VINTAGE(1.0.0)
GEE Live 2024 July Final,IMF.RES.GEE,GEE_LIVE_2024_JUL_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2024_JUL_FINAL_VINTAGE(1.0.0)
GAS Live 2015 October GAS3,IMF.RES.GAS,GAS_LIVE_2015_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2015_OCT_GAS3_VINTAGE(1.0.0)
GAS Live 2011 September GAS3,IMF.RES.GAS,GAS_LIVE_2011_SEP_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2011_SEP_GAS3_VINTAGE(1.0.0)
GEE Live 2020 April GAS2,IMF.RES.GEE,GEE_LIVE_2020_APR_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2020_APR_GAS2_VINTAGE(1.0.0)
WEO Live 2023 October (ICP2021PPP Weights),IMF.RES.WEO,WEO_LIVE_2023_OCT_ICP2021PPP_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2023_OCT_ICP2021PPP_VINTAGE(1.0.0)
"Quarterly Gross Domestic Product (GDP), World and Country Aggregates 2026 February",IMF.STA,QGDP_WCA_2026_FEB_VINTAGE,1.0.0,IMF.STA:QGDP_WCA_2026_FEB_VINTAGE(1.0.0)
GEE Live 2015 January GAS1,IMF.RES.GEE,GEE_LIVE_2015_JAN_GAS1_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2015_JAN_GAS1_VINTAGE(1.0.0)
GAS Live 2018 January GAS1b,IMF.RES.GAS,GAS_LIVE_2018_JAN_GAS1B_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2018_JAN_GAS1B_VINTAGE(1.0.0)
GAS Live 2019 July GAS1,IMF.RES.GAS,GAS_LIVE_2019_JUL_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2019_JUL_GAS1_VINTAGE(1.0.0)
GEE Live 2017 October GAS2,IMF.RES.GEE,GEE_LIVE_2017_OCT_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2017_OCT_GAS2_VINTAGE(1.0.0)
WEO Live 2011 September,IMF.RES.WEO,WEO_LIVE_2011_SEP_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2011_SEP_VINTAGE(1.0.0)
GAS Live 2021 January GAS1,IMF.RES.GAS,GAS_LIVE_2021_JAN_GAS1_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2021_JAN_GAS1_VINTAGE(1.0.0)
Production in construction - monthly data,ESTAT,STS_COPR_M,1.0,ESTAT:STS_COPR_M(1.0)
GEE Live 2019 October GAS2,IMF.RES.GEE,GEE_LIVE_2019_OCT_GAS2_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2019_OCT_GAS2_VINTAGE(1.0.0)
WEO Live 2015 January,IMF.RES.WEO,WEO_LIVE_2015_JAN_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2015_JAN_VINTAGE(1.0.0)
GAS Live 2017 October GAS3,IMF.RES.GAS,GAS_LIVE_2017_OCT_GAS3_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2017_OCT_GAS3_VINTAGE(1.0.0)
Production Indexes (PI),IMF.STA,PI,2.0.0,IMF.STA:PI(2.0.0)
"National Economic Accounts (NEA), Annual Data 2026 January",IMF.STA,ANEA_2026_JAN_VINTAGE,1.0.0,IMF.STA:ANEA_2026_JAN_VINTAGE(1.0.0)
WEO Live 1995 October,IMF.RES.WEO,WEO_LIVE_1995_OCT_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_1995_OCT_VINTAGE(1.0.0)
GAS Live 2019 April Final,IMF.RES.GAS,GAS_LIVE_2019_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2019_APR_FINAL_VINTAGE(1.0.0)
"Monetary and Financial Statistics (MFS), Other Depository Corporations",IMF.STA,MFS_ODC,10.0.0,IMF.STA:MFS_ODC(10.0.0)
WEO Live 2023 April,IMF.RES.WEO,WEO_LIVE_2023_APR_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2023_APR_VINTAGE(1.0.0)
GEE Live 2023 April Final,IMF.RES.GEE,GEE_LIVE_2023_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2023_APR_FINAL_VINTAGE(1.0.0)
"Effective Exchange Rate (EER), Weights",IMF.STA,EER_WEIGHTS,2.0.1,IMF.STA:EER_WEIGHTS(2.0.1)
GAS Live 2026 April Final,IMF.RES.GAS,GAS_LIVE_2026_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GAS:GAS_LIVE_2026_APR_FINAL_VINTAGE(1.0.0)
GEE Live 2016 January Final,IMF.RES.GEE,GEE_LIVE_2016_JAN_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2016_JAN_FINAL_VINTAGE(1.0.0)
GEE Live 2016 April Final,IMF.RES.GEE,GEE_LIVE_2016_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2016_APR_FINAL_VINTAGE(1.0.0)
Middle East and Central Asia Regional Economic Outlook (MCDREO),IMF.MCD,MCDREO,8.0.0,IMF.MCD:MCDREO(8.0.0)
GFS Balance Sheet,IMF.STA,GFS_BS,12.0.0,IMF.STA:GFS_BS(12.0.0)
WEO Live 2019 July,IMF.RES.WEO,WEO_LIVE_2019_JUL_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2019_JUL_VINTAGE(1.0.0)
GEE Live 2009 April Final,IMF.RES.GEE,GEE_LIVE_2009_APR_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2009_APR_FINAL_VINTAGE(1.0.0)
Asia and Pacific Regional Economic Outlook (APDREO),IMF.APD,APDREO,6.0.0,IMF.APD:APDREO(6.0.0)
GEE Live 2023 January Final,IMF.RES.GEE,GEE_LIVE_2023_JAN_FINAL_VINTAGE,1.0.0,IMF.RES.GEE:GEE_LIVE_2023_JAN_FINAL_VINTAGE(1.0.0)
WEO Live 2020 June (ICP2017PPP Weights),IMF.RES.WEO,WEO_LIVE_2020_JUN_ICP2017PPP_VINTAGE,1.0.0,IMF.RES.WEO:WEO_LIVE_2020_JUN_ICP2017PPP_VINTAGE(1.0.0)
